# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/m38_p6/gencode.vM25.chr_patch_hapl_scaff.basic.annotation.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//counts/cpid_multireg_control_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000046101.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9908638;9908638;9908668;9908670;9911314;9911601;9911675;9911675;9911701;9911910;9911910;9911910;9911910;9911910;9912114;9912114;9912114;9912114;9912156;9915474;9915474;9915474;9915474;9915474;9916316;9916316;9916316;9916316;9916316;9916550;9916550;9916550;9916550;9916550;9919020;9919020;9919020;9919020;9919020;9920435;9920435;9920435;9920435;9920435;9920828;9924057;9924057;9924057;9930781;9930781;9930781;9932002;9932002;9932002;9933923;9933923;9933923;9936996;9936996;9940378;9940378;9940378;9940911	9908690;9908690;9908708;9908690;9911812;9911812;9911812;9911812;9911812;9912040;9912040;9912040;9912040;9912040;9912173;9912173;9912173;9912173;9912173;9915669;9915669;9915669;9915669;9915669;9916438;9916438;9916438;9916438;9916438;9916654;9916654;9916654;9916654;9916654;9919145;9919145;9919145;9919145;9919145;9921266;9920672;9920672;9920672;9920672;9922525;9924262;9924262;9924262;9930947;9930947;9930947;9932181;9932181;9932181;9934065;9934065;9934065;9937105;9937105;9940533;9940452;9940954;9942085	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5916	13	15
ENSMUSG00000098234.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	9941959;9942023;9942323;9942323;9942610;9942610;9944020	9942155;9942155;9942391;9942391;9943223;9942717;9944118	-;-;-;-;-;-;-	979	481	856
ENSMUSG00000093178.1	chr1	9942463	9942549	-	87	0	0
ENSMUSG00000099032.2	chr1;chr1;chr1	9960163;9960171;9967099	9963521;9962809;9967932	-;-;-	4193	2	0
ENSMUSG00000104025.1	chr1	9967314	9968687	+	1374	0	0
ENSMUSG00000025916.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9968624;9976587;9978816;9985592;9995146;9999401;9999971;10003235;10009072	9968931;9976746;9978947;9985709;9995262;9999539;10000137;10003453;10009136	-;-;-;-;-;-;-;-;-	1425	12	0
ENSMUSG00000087199.1	chr1;chr1	9982387;9991764	9982439;9992366	+;+	656	0	0
ENSMUSG00000095780.1	chr1	10009814	10009917	-	104	0	3
ENSMUSG00000025917.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10024601;10027103;10030599;10032339;10033258;10034008;10034929;10037670	10025063;10027251;10030710;10032424;10033323;10034136;10035163;10038127	-;-;-;-;-;-;-;-	1698	790	1153
ENSMUSG00000056763.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10038217;10038262;10039773;10039773;10039785;10045076;10045076;10045076;10045076;10045076;10046493;10047424;10047424;10047424;10047424;10047424;10047424;10058720;10058720;10058720;10058720;10058720;10058720;10059824;10059824;10064333;10064333;10064333;10064333;10064333;10064333;10065323;10065323;10065323;10065323;10065323;10065323;10066426;10066426;10066426;10066426;10066426;10066426;10074860;10074860;10077172;10077172;10082253;10082253;10083501;10083501;10085747;10085747;10088051;10088051;10088882;10088882;10090188;10090188;10095866;10095866;10104212;10108369;10108369;10112393;10112393;10112876;10112876;10113603;10113603;10116018;10116018;10116614;10116614;10126340;10126340;10127423;10127423;10129986;10129986;10132454;10132454;10133164;10133164;10134092;10134092;10135934;10135934	10038344;10038344;10039879;10039887;10039879;10045184;10045184;10045184;10045184;10045184;10046555;10047526;10047526;10047526;10047526;10047526;10047526;10058823;10058823;10058823;10058823;10058823;10058823;10059847;10059847;10064413;10064413;10064413;10064413;10064413;10064413;10065421;10065421;10065421;10065421;10065421;10065421;10066820;10067102;10068333;10067118;10067976;10066820;10074946;10074946;10077242;10077242;10082346;10082346;10083558;10083558;10085952;10085952;10088184;10088184;10088960;10088960;10090317;10090317;10096013;10096013;10104364;10108481;10108481;10112542;10112542;10113022;10113022;10113707;10113707;10116084;10116084;10116731;10116731;10126479;10126479;10127563;10127563;10130032;10130032;10132517;10132517;10133273;10133273;10134230;10134230;10136145;10136768	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6070	176	354
ENSMUSG00000102356.1	chr1	10057025	10057944	-	920	0	0
ENSMUSG00000067851.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10137571;10140467;10141559;10142576;10144718;10147403;10151801;10153386;10153607;10154281;10156914;10157900;10159568;10159877;10160701;10160963;10163697;10172834;10173075;10173194;10174067;10174067;10179826;10179826;10180870;10180870;10183663;10183663;10183976;10183976;10184386;10184386;10188757;10188757;10189227;10189227;10189439;10189439;10194257;10194257;10198843;10198843;10199729;10199729;10204808;10204808;10209425;10209425;10213044;10213044;10214125;10214125;10215837;10215837;10216529;10216529;10232371;10232371	10138996;10140584;10141697;10142744;10144857;10147535;10151873;10153524;10153742;10154410;10157044;10158060;10159740;10160028;10160870;10161003;10163787;10172984;10173352;10173352;10174195;10174195;10179977;10179977;10181041;10181041;10183747;10183747;10184181;10184181;10184497;10184497;10188958;10188958;10189335;10189335;10189678;10189678;10194491;10194491;10198976;10198976;10199904;10199904;10204909;10204909;10209701;10209701;10213223;10213223;10214271;10214271;10215993;10215993;10216559;10216559;10232670;10232670	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7097	792	1141
ENSMUSG00000088153.1	chr1	10166539	10166778	+	240	0	0
ENSMUSG00000102556.1	chr1	10197081	10198802	-	1722	22	29
ENSMUSG00000042501.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10324727;10329473;10337267;10408269;10409257;10477025;10481014;10483949;10488825;10595620;10719612	10325311;10329557;10337469;10408359;10409367;10477129;10481115;10484063;10488949;10595695;10719945	-;-;-;-;-;-;-;-;-;-;-	1932	8	0
ENSMUSG00000103810.1	chr1	10449245	10451989	-	2745	0	0
ENSMUSG00000083422.1	chr1	10554098	10555553	-	1456	0	0
ENSMUSG00000094979.1	chr1	10555554	10555660	-	107	0	0
ENSMUSG00000081417.1	chr1	10695123	10695614	+	492	0	0
ENSMUSG00000103448.1	chr1	10782456	10784377	-	1922	0	0
ENSMUSG00000100212.1	chr1	10805281	10806522	+	1242	0	0
ENSMUSG00000100648.1	chr1	10868688	10869446	+	759	0	0
ENSMUSG00000088585.1	chr1	10921670	10921760	+	91	0	0
ENSMUSG00000048960.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10993465;11061326;11065794;11068011;11080023;11089717;11098463;11101064;11107603;11110282;11112743;11123121;11123814;11132338;11136765;11139956;11140236;11142649;11149810;11153543;11156241;11160096;11162240;11169853;11170584;11181855;11184446;11185130;11185887;11186637;11193513;11199835;11204066;11208512;11231682;11265679;11265969;11285057;11289253;11297708	10993909;11061397;11065916;11068115;11080124;11089878;11098596;11101167;11107752;11110426;11112843;11123224;11123863;11132413;11136837;11140098;11140328;11142797;11149895;11153679;11156358;11160280;11162401;11170075;11170791;11182034;11184540;11185212;11185977;11186765;11193554;11200052;11204168;11208655;11231796;11265745;11266159;11285159;11289320;11303681	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11053	388	430
ENSMUSG00000077318.1	chr1	11134111	11134238	-	128	0	0
ENSMUSG00000101827.1	chr1	11223566	11224174	-	609	3	6
ENSMUSG00000103494.1	chr1	11363926	11366964	-	3039	0	0
ENSMUSG00000057715.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11414105;11414105;11414269;11414509;11414509;11511918;11511918;11511918;11511918;11511918;11518578;11518578;11518578;11518578;11518578;11545154;11545154;11545154;11545154;11545154;11562963;11562963;11562963;11562963;11562963;11588374;11588374;11588374;11588374;11588374;11596151;11596151;11596151;11596151;11596151;11596965;11747965;11747965;11747965;11798481;11798481;11798481;11829815;11829815;11829815;11933544;11933544;11950963;11950963;11950963;11972046;11972046;11972046;11974923;11974923;11974923	11414637;11414637;11414637;11414637;11414637;11512065;11512065;11512065;11512065;11512065;11518709;11518709;11518709;11518709;11518709;11545282;11545282;11545282;11545282;11545282;11562991;11562991;11562991;11562991;11562991;11588546;11588546;11588546;11588546;11588546;11596317;11596317;11601621;11596317;11596317;11601811;11748100;11748100;11748091;11798566;11798566;11798566;11829891;11829891;11829891;11933591;11933591;11951056;11951056;11951056;11972102;11972102;11972102;11975397;11975397;11975901	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8282	809	1029
ENSMUSG00000103825.1	chr1	11416918	11419388	+	2471	19	25
ENSMUSG00000099845.1	chr1	11608139	11608400	-	262	0	0
ENSMUSG00000103561.1	chr1	11704207	11706350	+	2144	57	40
ENSMUSG00000101610.1	chr1	12120960	12121832	+	873	0	0
ENSMUSG00000093864.1	chr1	12374936	12375042	+	107	0	0
ENSMUSG00000098555.1	chr1	12425986	12426106	+	121	0	0
ENSMUSG00000097628.1	chr1	12565577	12566383	+	807	1	0
ENSMUSG00000098163.1	chr1	12655867	12656553	+	687	0	0
ENSMUSG00000097171.1	chr1;chr1;chr1	12667563;12671316;12671461	12669092;12671355;12673090	+;+;+	3200	0	0
ENSMUSG00000101314.1	chr1	12670324	12671176	-	853	0	0
ENSMUSG00000016918.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12692277;12692323;12692532;12718529;12728594;12728594;12728594;12786079;12786079;12786079;12786079;12786468;12786468;12786468;12786468;12796766;12796766;12796766;12796766;12805180;12805180;12805180;12805180;12807854;12807854;12807854;12807854;12817338;12817338;12817338;12817338;12818378;12818378;12818378;12818378;12820401;12820401;12820401;12820401;12820795;12820795;12820795;12820795;12821970;12821970;12821970;12821970;12836113;12836113;12836113;12836113;12838359;12838359;12838359;12838359;12839829;12839829;12839829;12839829;12840403;12840403;12840403;12840403;12841443;12841443;12841443;12841443;12842649;12842649;12842649;12842649;12848095;12848095;12848095;12848095;12848331;12848331;12848331;12848331;12850760;12850760;12850760;12850760;12850889;12858812;12858812;12858812	12692684;12692684;12692684;12718783;12728688;12728688;12728688;12786151;12786151;12786151;12786151;12786698;12786698;12786698;12786698;12797005;12797005;12797005;12797005;12805331;12805331;12805331;12805331;12808023;12808023;12808023;12808023;12817488;12817488;12817488;12817488;12818553;12818553;12818553;12818553;12820529;12820529;12820529;12820529;12820851;12820851;12820851;12820851;12822099;12822099;12822099;12822099;12836329;12836329;12836329;12836329;12838611;12838611;12838611;12838611;12839925;12839925;12839925;12839925;12840497;12840497;12840497;12840497;12841508;12841508;12841508;12841508;12842824;12842824;12842824;12842824;12848237;12848237;12848237;12848237;12848454;12848454;12848454;12848454;12850793;12850793;12850793;12850793;12852489;12860377;12860371;12861192	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7454	275	379
ENSMUSG00000025938.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12866549;12866552;12871348;12876310;12876310;12878595;12879138;12879138;12879138;12879683;12879683;12881293;12881293;12881293;12894427;12894427;12894427;12894427;12894427;12921038;12921038;12921038;12921038;12921038;12938989;12938989;12938989;12938989;12938989;12943980;12943980;12943980;12943980;12943980;12943980;12989580;12989580;12989580;12989580;12989580;12989580;12992528	12872328;12872328;12872328;12876374;12876374;12881452;12879379;12879379;12879379;12881452;12881452;12881452;12881452;12881452;12894625;12894625;12894625;12894625;12894625;12921202;12921202;12921202;12921202;12921202;12939200;12939200;12939200;12939200;12939200;12944112;12944112;12944112;12944112;12944112;12944112;12990914;12990914;12991135;12991177;12991135;12990963;12992650	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11133	22	29
ENSMUSG00000104518.1	chr1	13059401	13059951	-	551	0	0
ENSMUSG00000069620.6	chr1	13062025	13062345	+	321	0	0
ENSMUSG00000099498.1	chr1;chr1;chr1;chr1	13068838;13074694;13076354;13078606	13068862;13074779;13076473;13078662	+;+;+;+	288	0	0
ENSMUSG00000042414.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13113457;13115780;13118763;13122361;13124363;13124619;13125166;13127110	13114487;13115881;13118965;13122631;13124520;13124672;13125856;13127163	-;-;-;-;-;-;-;-	2564	0	0
ENSMUSG00000005886.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13139105;13139159;13142475;13146875;13146875;13146875;13148317;13148317;13148317;13148931;13148931;13148931;13150690;13150690;13150690;13152379;13152379;13152379;13152797;13152797;13152797;13156370;13156370;13156370;13160161;13160161;13160161;13162073;13162073;13162073;13164896;13166896;13166896;13166896;13174079;13174079;13174079;13177074;13177074;13177074;13180481;13180481;13180481;13181216;13181216;13181216;13184175;13184175;13184175;13186733;13186733;13186733;13190087;13190087;13190087;13221307;13221307;13221307;13224609;13224609;13224609;13285969;13285969;13285969;13372183;13373938;13373938	13142772;13142772;13142772;13146964;13146964;13146964;13148515;13148515;13148515;13149108;13149108;13149108;13150918;13150918;13150918;13152456;13152456;13152456;13153075;13153075;13153075;13156535;13156535;13156535;13160290;13160290;13160290;13162288;13162288;13162288;13165102;13167106;13167106;13167106;13175348;13175348;13175348;13177221;13177221;13177221;13180624;13180624;13180624;13181317;13181317;13181317;13184363;13184363;13184363;13186910;13186910;13186910;13190190;13190190;13190190;13221479;13221479;13221479;13224713;13224713;13224713;13286025;13286025;13286025;13372439;13374083;13374083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8524	514	654
ENSMUSG00000103506.1	chr1	13177462	13179714	-	2253	11	17
ENSMUSG00000103495.1	chr1	13234809	13236434	-	1626	18	18
ENSMUSG00000099183.1	chr1	13262198	13262279	+	82	0	0
ENSMUSG00000102639.1	chr1	13289812	13290506	-	695	2	4
ENSMUSG00000104170.1	chr1	13297036	13298907	-	1872	0	0
ENSMUSG00000087782.1	chr1	13334498	13334609	-	112	0	0
ENSMUSG00000103085.1	chr1	13343563	13348204	-	4642	33	49
ENSMUSG00000102664.1	chr1	13354483	13356730	-	2248	26	57
ENSMUSG00000101476.1	chr1;chr1	13376070;13387969	13376305;13388413	+;+	681	1	0
ENSMUSG00000101171.1	chr1	13407012	13407655	-	644	0	0
ENSMUSG00000025935.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13564698;13569471;13569939;13571803;13572004;13576368;13578100;13579450;13579690;13581023;13589600	13566396;13569631;13570082;13571907;13572074;13576452;13578158;13579566;13579811;13581086;13589910	-;-;-;-;-;-;-;-;-;-;-	2938	218	317
ENSMUSG00000025937.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1	13623330;13627356;13630065;13638231;13647385;13650721;13660329	13626904;13627437;13630213;13638409;13647511;13650884;13660546	-;-;-;-;-;-;-	4494	72	158
ENSMUSG00000102982.1	chr1	13641483	13642748	-	1266	0	0
ENSMUSG00000067813.3	chr1;chr1;chr1;chr1	13668771;13672126;13684056;13700755	13668867;13672764;13684276;13701723	+;+;+;+	1926	0	0
ENSMUSG00000077368.1	chr1	13774334	13774464	-	131	0	0
ENSMUSG00000097711.1	chr1	13785883	13786879	-	997	4	8
ENSMUSG00000102166.1	chr1	13846871	13849119	-	2249	1	0
ENSMUSG00000089358.1	chr1	13932378	13932685	+	308	0	0
ENSMUSG00000104209.1	chr1	14109215	14112819	-	3605	0	0
ENSMUSG00000025932.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14168954;14168958;14169666;14170643;14179480;14179480;14179480;14179480;14183157;14183157;14183157;14183157;14183381;14183381;14183381;14183381;14184349;14184349;14184349;14184349;14184626;14184626;14184626;14184626;14208895;14208895;14208895;14208895;14229493;14229493;14229493;14229493;14231413;14231413;14231413;14231413;14252428;14252428;14252428;14252428;14253020;14253020;14253020;14253020;14270705;14270705;14270705;14270705;14274065;14274065;14274065;14274065;14274534;14274534;14274534;14274534;14283121;14283121;14283121;14283121;14302770;14302770;14302770;14304425;14304425;14304425;14304425;14309646;14309646;14309646	14170996;14170996;14170996;14170996;14179580;14179580;14179580;14179580;14183278;14183278;14183278;14183278;14183495;14183495;14183495;14183495;14184509;14184509;14184509;14184509;14184684;14184684;14184684;14184684;14208984;14208984;14208984;14208984;14229576;14229576;14229576;14229576;14231552;14231552;14231552;14231552;14252614;14252614;14252614;14252614;14253102;14253102;14253102;14253102;14270842;14270842;14270827;14270842;14274207;14274207;14274210;14274207;14274603;14274603;14274603;14274603;14283198;14283198;14283198;14283198;14302897;14302897;14302897;14304570;14304474;14304474;14304474;14310119;14310235;14310200	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4481	108	89
ENSMUSG00000095853.1	chr1	14182578	14182677	+	100	0	0
ENSMUSG00000102588.1	chr1	14255552	14255990	-	439	0	0
ENSMUSG00000054493.2	chr1;chr1;chr1;chr1;chr1;chr1	14752937;14755454;14756197;14773817;14775530;14776523	14752973;14758373;14756237;14773937;14775608;14776931	+;+;+;+;+;+	3566	1	2
ENSMUSG00000025930.6	chr1;chr1	14753346;14755230	14754325;14755990	-;-	1741	11	26
ENSMUSG00000103492.1	chr1	14788645	14792965	+	4321	1	8
ENSMUSG00000081201.1	chr1	14839869	14840156	-	288	0	0
ENSMUSG00000082193.1	chr1	14865072	14865965	+	894	0	0
ENSMUSG00000032769.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14872648;14873506;14874364;14874364;14875849;14875849;14880199;14880199;14881597;14881597;14882112;14882112;14884110;14884110;14885750;14886887;14886887;14887595;14887595;14889394;14889394;14890395;14890395;14891305;14891305;14893183;14893183;14896492;14896492;14898009;14898009;14898256;14898256;14899347;14899347;14900065;14900065;14901862;14901862;14903146;14903146;14904147;14904147;14904453;14904453;14905923;14905923;14910730;14910730;14912360;14912360;14918725;14918725	14873728;14873728;14874461;14874461;14875959;14875959;14880267;14880267;14881779;14881779;14882241;14882241;14884279;14884279;14885839;14887052;14887052;14887665;14887665;14889492;14889492;14890454;14890454;14891398;14891398;14893349;14893349;14896606;14896606;14898173;14898173;14898425;14898425;14899447;14899447;14900164;14900164;14901910;14901910;14903282;14903282;14904292;14904292;14904561;14904561;14906030;14906030;14910905;14910905;14912519;14912519;14918835;14918862	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4263	3	7
ENSMUSG00000088159.1	chr1	15019040	15019159	-	120	0	0
ENSMUSG00000073737.3	chr1	15268802	15269797	-	996	0	0
ENSMUSG00000092083.4	chr1;chr1;chr1;chr1;chr1	15287254;15312363;15312452;15709485;15709485	15287484;15313030;15313030;15723750;15712548	+;+;+;+;+	15165	601	806
ENSMUSG00000102937.1	chr1	15364302	15365834	+	1533	45	81
ENSMUSG00000104149.1	chr1	15556249	15558337	+	2089	2	5
ENSMUSG00000088829.1	chr1	15685935	15686046	-	112	0	0
ENSMUSG00000077377.1	chr1	15757832	15757963	+	132	0	0
ENSMUSG00000101652.1	chr1;chr1	15760122;15760560	15760263;15760668	-;-	251	0	3
ENSMUSG00000100814.1	chr1	15760761	15760860	+	100	3	0
ENSMUSG00000025925.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15805646;15805664;15807641;15807641;15813041;15813041;15815886;15818934;15818934;15819651;15819651;15831507;15831507;15833401;15833401;15838182;15838182;15842921;15842921	15805957;15805957;15807736;15807736;15813162;15813162;15815972;15819083;15819083;15819763;15819763;15831566;15831566;15833489;15833489;15838288;15838288;15843470;15844052	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2268	118	201
ENSMUSG00000104379.1	chr1	15853331	15856499	+	3169	2	13
ENSMUSG00000032719.4	chr1;chr1;chr1;chr1;chr1	15853862;15858889;15860261;15883646;15892439	15855862;15859065;15860351;15883840;15892722	-;-;-;-;-	2748	10	6
ENSMUSG00000088943.1	chr1	15879530	15879832	+	303	0	0
ENSMUSG00000100652.1	chr1	16053335	16053887	+	553	0	0
ENSMUSG00000067795.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16065979;16065979;16065979;16068800;16068800;16068800;16078568;16078568;16078568;16080830;16080830;16080830;16081668;16092974;16092974	16066274;16066274;16066274;16068855;16068855;16068855;16078700;16078700;16078700;16080993;16080993;16081212;16082510;16093325;16093325	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2063	9	6
ENSMUSG00000043716.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1	16101295;16101727;16102490;16102692;16103168;16103510;16104365	16101359;16101936;16102599;16102829;16103334;16103684;16104662	-;-;-;-;-;-;-	1163	1289	1898
ENSMUSG00000025921.7	chr1;chr1;chr1;chr1;chr1;chr1	16105774;16107795;16128165;16129196;16131075;16131294	16106306;16108030;16128263;16129341;16131206;16133734	+;+;+;+;+;+	3587	55	79
ENSMUSG00000104165.1	chr1	16208197	16210517	-	2321	2	0
