# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000025909	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	8361475;8361475;8361475;8362678;8363183;8363425;8363475;8414203;8414203;8414203;8414203;8414203;8414203;8414203;8445027;8445027;8445027;8445027;8445027;8445027;8447980;8447980;8447980;8447980;8447980;8447980;8463394;8463394;8463394;8463394;8463394;8463394;8463394;8465437;8465437;8465437;8465437;8465437;8465437;8465437;8470411;8470411;8554725;8554725;8554725;8554725;8554725;8583205;8583205;8583205;8583205;8583205;8595412;8595412;8595412;8595412;8607070;8607070;8607070;8607070;8624779;8624779;8624779;8624779;8624779;8675973;8677807;8677807;8677807;8677807;8677807;8677937;8677937;8677937;8677937;8677937;8677937;8679073;8679073;8679073;8679073;8679073;8679073;8681973;8681973;8681973;8681973;8681973;8681973;8781531;8782763;8782763;8782763;8782763;8782763;8782783;8803917;8803917;8803917;8803917;8803917;8803917;8803917;8882161;8882161;8950310;8950572;8999186;8999186;8999186;8999186;8999186;8999186;8999186;9203179;9203179;9203179;9203179;9203179;9203179;9203179;9249319;9298133;9298133;9298133;9298133;9298133;9298133;9298133	8363633;8363633;8363633;8363633;8363633;8363633;8363633;8414313;8414313;8414313;8414313;8414313;8414313;8414313;8445119;8445119;8445119;8445119;8445119;8445119;8448132;8448132;8448132;8448132;8448132;8448132;8463465;8463465;8463465;8463465;8463465;8463465;8463465;8465553;8465553;8465553;8465553;8465553;8465553;8465553;8470520;8470479;8554763;8554763;8554763;8554763;8554763;8583334;8583334;8583334;8583334;8583334;8595542;8595542;8595542;8595542;8607152;8607152;8607152;8607152;8624881;8624881;8624881;8624881;8624881;8677848;8677848;8677848;8677848;8677848;8677848;8677977;8677980;8677980;8677980;8677977;8677977;8679130;8679130;8679130;8679130;8679130;8679130;8682029;8682029;8682029;8682029;8682029;8682029;8782897;8782897;8782897;8782897;8782897;8782897;8782897;8803970;8803970;8803943;8803970;8803970;8803970;8803970;8882214;8882214;8952422;8950890;8999249;8999249;8999249;8999249;8999249;8999249;8999249;9203260;9203260;9203260;9203260;9203260;9203260;9203260;9249410;9298236;9299282;9299509;9299878;9299238;9298864;9298573	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10908	70	113
ENSMUSG00000102647	chr1	8450960	8453491	-	2532	0	0
ENSMUSG00000086235	chr1	8468426	8468825	-	400	0	0
ENSMUSG00000102253	chr1	8527780	8531313	-	3534	0	0
ENSMUSG00000093970	chr1	8588615	8588724	-	110	0	0
ENSMUSG00000103884	chr1	8643696	8644859	-	1164	0	4
ENSMUSG00000084353	chr1	8791923	8792162	-	240	0	0
ENSMUSG00000103933	chr1	8815842	8816039	+	198	0	3
ENSMUSG00000076135	chr1	8816138	8816247	+	110	0	0
ENSMUSG00000086195	chr1	8855928	8856267	-	340	0	0
ENSMUSG00000104504	chr1	8856763	8857102	+	340	0	0
ENSMUSG00000066693	chr1	8962996	8963621	-	626	0	0
ENSMUSG00000102316	chr1	9191067	9192116	-	1050	56	84
ENSMUSG00000103819	chr1	9258617	9259134	-	518	0	0
ENSMUSG00000102871	chr1	9286922	9290180	+	3259	0	0
ENSMUSG00000101571	chr1;chr1;chr1	9396773;9397140;9398217	9396981;9397419;9398687	-;-;-	960	0	0
ENSMUSG00000104428	chr1	9439741	9440376	-	636	0	0
ENSMUSG00000102272	chr1	9450579	9451748	+	1170	0	0
ENSMUSG00000065625	chr1	9458670	9458772	+	103	0	0
ENSMUSG00000103411	chr1;chr1;chr1	9499338;9500482;9500940	9499926;9500715;9501522	-;-;-	1406	0	0
ENSMUSG00000061024	chr1	9545408	9547455	+	2048	188	226
ENSMUSG00000025911	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9547948;9548055;9548092;9548107;9548119;9549907;9549907;9549907;9549907;9549907;9550561;9551717;9551717;9552923;9552923;9552923;9552923;9553318;9553318;9553318;9553318;9553318;9553623;9553623;9553623;9553623;9553623;9555538;9555538;9555538;9555538;9557000;9557000;9557000;9558133;9558133;9558133;9560109;9560109;9560109;9563509;9563509;9563509;9563797;9563797;9563797;9566781;9566781;9566781;9576191;9576191;9576191;9580220	9548151;9548151;9548151;9548151;9548151;9549944;9549944;9549944;9549944;9549944;9550647;9551757;9551757;9552976;9552976;9552976;9552976;9553472;9553472;9553472;9553472;9553472;9553819;9553687;9553819;9553819;9553819;9555615;9555568;9555615;9555615;9557105;9557105;9557105;9558285;9558285;9558285;9560207;9560207;9560207;9563587;9563587;9563587;9563893;9563893;9563893;9566938;9566938;9566938;9576469;9576901;9577970;9580673	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3780	121	168
ENSMUSG00000079671	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9560832;9563505;9563823;9600413;9601018;9603435;9619550;9619550;9619550;9619550;9620955;9620955;9620955;9620955;9620955;9631061;9631061;9631061;9631061;9631061	9561778;9563871;9563871;9603675;9601281;9603675;9619639;9619639;9619639;9619639;9621082;9621082;9621082;9621082;9621082;9631164;9631175;9631144;9631137;9631092	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4910	1	5
ENSMUSG00000081441	chr1	9574548	9575649	+	1102	0	0
ENSMUSG00000067879	chr1;chr1;chr1;chr1;chr1;chr1	9601199;9606974;9613312;9619836;9622593;9624713	9601650;9607029;9613474;9619897;9622684;9627143	+;+;+;+;+;+	3256	2396	3645
ENSMUSG00000099827	chr1;chr1	9639255;9639571	9639309;9640582	-;-	1067	0	0
ENSMUSG00000025912	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9667415;9669537;9671579;9672212;9672212;9672540;9672540;9673101;9673101;9673745;9673745;9675967;9675967;9676132;9678272;9678272;9678272;9678272;9681785;9681785;9681785;9681863;9683097;9683097;9683097;9683097;9685636;9685636;9685636;9687561;9687561;9687561;9690081;9690081;9690081;9692718;9692718;9692718;9693287;9693287;9693287;9699622;9699935;9699935	9670012;9670012;9671758;9672316;9672316;9672656;9672656;9673215;9673215;9673887;9673887;9676335;9676335;9676335;9678610;9678505;9678505;9678505;9681889;9681889;9681889;9681889;9683168;9683452;9683168;9683168;9685810;9685810;9685810;9687781;9687781;9687781;9690173;9690173;9690173;9692789;9692789;9692789;9693392;9693392;9693392;9699654;9700024;9700209	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5402	15	45
ENSMUSG00000045210	chr1;chr1;chr1	9718622;9736966;9745450	9725350;9737052;9748382	-;-;-	9749	666	915
ENSMUSG00000097893	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9747648;9747956;9748481;9748587;9751809;9752449;9752449;9752449;9752449;9770672;9770672;9770960;9770960;9780333;9780730;9781533;9783778;9789656;9789656;9789656;9791125;9791125;9791125	9748604;9748604;9748604;9748645;9751928;9752564;9752564;9752564;9752564;9770795;9770795;9771095;9771256;9780431;9780813;9781608;9783991;9789780;9789780;9789780;9791164;9791318;9791922	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3051	3	0
ENSMUSG00000025915	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9798107;9798143;9798143;9798158;9798185;9798208;9827013;9827013;9827013;9827013;9827013;9848272;9848321;9848321;9848397;9865131;9865131;9865131;9865131;9865131;9865131;9865131;9865131;9865131;9865463;9868383;9868383;9868383;9868383;9868383;9868383;9868383;9868383;9871630;9871630;9871630;9871630;9871630;9871630;9871630;9871630;9872258;9872258;9872258;9872258;9872258;9872258;9872258;9872258;9877166;9877166;9877166;9877166;9877166;9877166;9877166;9879026;9879026;9879026;9879026;9879026;9879026;9879026;9880332;9880332;9880332;9880332;9880332;9880332;9880332;9881578;9881578;9881578;9881578;9881578;9881578;9881578;9881760;9881760;9881760;9881760;9881760;9881760;9881760;9883467;9884407;9884407;9884407;9884407;9884407;9884407;9884407;9884407;9884625;9884625;9884625;9884625;9884625;9884625;9884625;9884625;9885667;9885667;9885667;9885667;9885667;9885667;9885667;9885667;9885989;9886047;9886047;9886047;9886047;9886047;9888870;9888870;9888870;9888870;9888870;9888870;9888870;9891361;9891361;9891361;9891361;9891361;9891361;9891361;9895427;9898720;9898720;9898720;9898720;9898720;9898720;9898720	9798246;9798246;9798246;9798246;9798246;9798246;9827119;9830338;9827119;9827119;9827119;9848385;9848385;9848385;9848548;9865348;9865348;9865348;9865348;9865348;9865348;9865348;9865348;9865348;9865631;9868466;9868466;9868466;9868688;9868466;9868466;9868466;9868466;9871702;9871702;9871702;9871702;9871702;9871702;9871702;9871702;9872554;9872333;9872333;9872333;9872333;9872333;9872333;9872333;9877253;9877253;9877253;9877253;9877253;9877253;9877253;9879075;9879075;9879075;9879075;9879075;9879075;9879075;9880389;9880389;9880389;9880389;9880389;9880389;9880389;9881661;9881661;9881661;9881661;9881661;9881661;9881661;9881891;9881891;9881891;9881891;9881891;9881891;9881891;9883500;9884519;9884519;9884519;9884519;9884519;9884519;9884519;9884519;9884661;9884661;9884661;9884661;9884661;9884661;9884661;9884661;9889077;9885753;9885753;9885753;9886142;9885753;9885753;9885753;9886142;9886142;9886142;9886142;9886142;9886142;9889025;9889025;9889025;9889025;9889025;9889025;9889025;9891450;9891450;9891450;9891450;9891450;9891450;9891450;9899174;9899853;9900843;9900008;9899618;9900845;9900770;9900843	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14311	76	165
ENSMUSG00000046334	chr1	9802197	9802553	-	357	0	0
ENSMUSG00000088916	chr1	9834498	9834602	-	105	0	0
ENSMUSG00000046101	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9908638;9908638;9908668;9908670;9911314;9911601;9911675;9911675;9911701;9911910;9911910;9911910;9911910;9911910;9912114;9912114;9912114;9912114;9912156;9915474;9915474;9915474;9915474;9915474;9916316;9916316;9916316;9916316;9916316;9916550;9916550;9916550;9916550;9916550;9919020;9919020;9919020;9919020;9919020;9920435;9920435;9920435;9920435;9920435;9920828;9924057;9924057;9924057;9930781;9930781;9930781;9932002;9932002;9932002;9932120;9933923;9933923;9933923;9936996;9936996;9936996;9940378;9940378;9940378;9940378;9940911	9908690;9908690;9908708;9908690;9911812;9911812;9911812;9911812;9911812;9912040;9912040;9912040;9912040;9912040;9912173;9912173;9912173;9912173;9912173;9915669;9915669;9915669;9915669;9915669;9916438;9916438;9916438;9916438;9916438;9916654;9916654;9916654;9916654;9916654;9919145;9919145;9919145;9919145;9919145;9921266;9920672;9920672;9920672;9920672;9922525;9924262;9924262;9924262;9930947;9930947;9930947;9932181;9932181;9932181;9932181;9934065;9934065;9934065;9937105;9937105;9937105;9940954;9940533;9940452;9940954;9942085	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5916	13	15
ENSMUSG00000098234	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9941959;9942023;9942025;9942025;9942025;9942323;9942323;9942323;9942610;9942610;9942610;9942610;9942610;9944020;9944020;9944020	9942155;9942155;9942149;9942391;9942391;9942391;9942391;9942391;9942717;9942717;9942897;9943223;9942717;9944103;9944117;9944118	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1146	501	895
ENSMUSG00000093178	chr1	9942463	9942549	-	87	0	0
ENSMUSG00000099032	chr1;chr1;chr1	9960163;9960171;9967099	9963521;9962809;9967932	-;-;-	4193	2	0
ENSMUSG00000104025	chr1	9967314	9968687	+	1374	0	0
ENSMUSG00000025916	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9968624;9968624;9968624;9968825;9976587;9976587;9978816;9978816;9978816;9978816;9985592;9985592;9985592;9985592;9985592;9995063;9995146;9995146;9995146;9995146;9999401;9999401;9999401;9999401;9999401;9999971;9999971;9999971;9999971;9999971;10003235;10003235;10003235;10003235;10009072;10009072;10009072;10009072	9968931;9968931;9968931;9968931;9976746;9976699;9978947;9978947;9978947;9978947;9985709;9985709;9985709;9985692;9985709;9995262;9995262;9995277;9995262;9995262;9999539;9999539;9999539;9999539;9999539;10000137;10000137;10000137;10000137;10000137;10003453;10003453;10003453;10003453;10009130;10009130;10009130;10009136	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1523	12	0
ENSMUSG00000087199	chr1;chr1	9982387;9991764	9982439;9992366	+;+	656	0	0
ENSMUSG00000095780	chr1	10009814	10009917	-	104	0	3
ENSMUSG00000025917	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10024601;10024843;10027103;10027103;10027198;10030599;10030599;10030599;10030687;10030920;10032339;10032339;10032339;10033040;10033258;10033258;10033258;10033258;10033258;10034008;10034008;10034008;10034008;10034008;10034008;10034929;10034929;10034929;10034929;10034929;10034929;10037280;10037662;10037670;10037670;10037919;10037919	10025063;10025063;10027251;10027251;10027251;10030710;10030710;10030710;10030710;10032424;10032424;10032424;10032424;10033323;10033323;10033323;10033323;10033323;10033323;10034136;10034136;10034136;10034136;10034136;10034136;10035163;10035163;10035163;10035163;10035128;10035163;10037945;10037941;10037938;10038127;10038168;10038149	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3766	851	1206
ENSMUSG00000056763	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10037987;10038006;10038217;10038226;10038249;10038262;10039767;10039773;10039773;10039777;10039785;10039823;10040155;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10045076;10046493;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10047424;10056924;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10058720;10059824;10059824;10059824;10064333;10064333;10064333;10064333;10064333;10064333;10064333;10065323;10065323;10065323;10065323;10065323;10065323;10065323;10066426;10066426;10066426;10066426;10066426;10066426;10066426;10071183;10074382;10074860;10074860;10074860;10074913;10077172;10077172;10077172;10077172;10077172;10082253;10082253;10082253;10082253;10082253;10083501;10083501;10083501;10083501;10083501;10085747;10085747;10085747;10087747;10088051;10088051;10088051;10088882;10088882;10088882;10088882;10090188;10090188;10090188;10090188;10095864;10095866;10095866;10104212;10104228;10108369;10108369;10108369;10108369;10112393;10112393;10112876;10112876;10112876;10113603;10113603;10113603;10115425;10116018;10116018;10116018;10116614;10116614;10116614;10116614;10125984;10126340;10126340;10126340;10127423;10127423;10127423;10127423;10129959;10129986;10129986;10129986;10129986;10132454;10132454;10132454;10132454;10133164;10133164;10133164;10133164;10133970;10134092;10134092;10134092;10135934;10135934;10135934	10039342;10038130;10038344;10038344;10038344;10038344;10039879;10039879;10039887;10039879;10039879;10039879;10040283;10045184;10045184;10045184;10045184;10045184;10045193;10045184;10045184;10045184;10045184;10045184;10045184;10046555;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047526;10047534;10056947;10058823;10058823;10058823;10058823;10058823;10058858;10058823;10058823;10058872;10058823;10061771;10059048;10058823;10059847;10059991;10059847;10064413;10064413;10064413;10064413;10064413;10064413;10064413;10065421;10065421;10065421;10065421;10065421;10065421;10065421;10066575;10066820;10067102;10068333;10067976;10067118;10066820;10076191;10074946;10074946;10074946;10074946;10074946;10077242;10077242;10077242;10077242;10077242;10082346;10082346;10082346;10082346;10082346;10083558;10084073;10083558;10083558;10083558;10085817;10085952;10085952;10088184;10088184;10088184;10088184;10088960;10088960;10088960;10088960;10090317;10090255;10090317;10090317;10096013;10096013;10096013;10104364;10104364;10108543;10108554;10108481;10108481;10112542;10112542;10113022;10113022;10113022;10113707;10113707;10113707;10116084;10116084;10116084;10116084;10116731;10116731;10116731;10116731;10126479;10126479;10126479;10126479;10127563;10127563;10127563;10127563;10130032;10130018;10130085;10130032;10130032;10132517;10132517;10132517;10132517;10133461;10133273;10133273;10133273;10134230;10134173;10134230;10134230;10136322;10136145;10136768	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	17553	283	521
ENSMUSG00000102356	chr1	10057025	10057944	-	920	0	0
ENSMUSG00000102638	chr1	10062258	10064079	+	1822	78	112
ENSMUSG00000067851	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10137571;10138690;10140467;10140467;10141559;10141559;10142576;10144718;10147403;10147405;10151801;10151801;10153386;10153386;10153607;10153607;10154281;10154281;10156399;10156914;10157900;10159568;10159877;10159877;10160701;10160757;10160963;10160963;10163697;10172834;10173075;10173194;10174067;10174067;10179826;10179826;10180870;10180870;10183663;10183663;10183976;10183976;10184386;10184386;10188757;10188757;10189227;10189227;10189439;10189439;10194257;10194257;10198843;10198843;10199729;10199729;10204808;10204808;10208946;10209161;10209425;10209425;10213044;10213044;10213044;10214125;10214125;10214125;10215837;10215837;10216529;10216529;10232371;10232371	10138996;10138996;10140584;10140584;10141701;10141697;10142744;10144857;10147535;10147535;10151873;10151873;10153524;10153524;10153742;10153742;10154530;10154410;10159740;10157044;10158060;10159740;10160060;10160028;10160870;10160870;10161306;10161003;10163787;10172984;10173352;10173352;10174195;10174195;10179977;10179977;10181041;10181041;10183747;10183747;10184181;10184181;10184497;10184497;10188958;10188958;10189335;10189335;10189678;10189678;10194491;10194491;10198976;10198976;10199904;10199904;10204909;10204909;10210107;10209701;10209701;10209701;10213223;10213223;10213223;10214213;10214271;10214271;10215993;10215993;10216559;10216559;10232670;10232670	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11318	829	1219
ENSMUSG00000088153	chr1	10166539	10166778	+	240	0	0
ENSMUSG00000102556	chr1	10197081	10198802	-	1722	22	29
ENSMUSG00000042501	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10324720;10324727;10329473;10329473;10337267;10337267;10408269;10408269;10409257;10409257;10472475;10477025;10477025;10477727;10481014;10481014;10483949;10483949;10488825;10595366;10595620;10595620;10719612;10719612;10719612	10325311;10325311;10329557;10329557;10337469;10337469;10408359;10408359;10409367;10409367;10477129;10477129;10477129;10477823;10481115;10481115;10484063;10484063;10488949;10595695;10595695;10595695;10719905;10719945;10719945	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6840	9	0
ENSMUSG00000103810	chr1	10449245	10451989	-	2745	0	0
ENSMUSG00000083422	chr1	10554098	10555553	-	1456	0	0
ENSMUSG00000094979	chr1	10555554	10555660	-	107	0	0
ENSMUSG00000081417	chr1	10695123	10695614	+	492	0	0
ENSMUSG00000103448	chr1	10782456	10784377	-	1922	0	0
ENSMUSG00000100212	chr1	10805281	10806522	+	1242	0	0
ENSMUSG00000100648	chr1	10868688	10869446	+	759	0	0
ENSMUSG00000088585	chr1	10921670	10921760	+	91	0	0
